,ASIN,Impressions,Clicks,Spend,7 Day Total Sales,7 Day Total Orders (#),7 Day Total Units (#),7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales,CTR (%),CPC,Conversion Rate (%),ACOS (%),ROAS,Material,Brand,Niche,SKU,Hero ASIN,Task Owner,FNSKU,Stock FC,Available,Total Stock,SourceID,Type,Trend,Layout ( Text and Image),Number of Colors,Trend Quote,Recipient/Sender in the Message,Color,Message Content,Style Design,Tone Design,Motif Design,Idea Note,Product Type,Image_URL
70,B0DZ2BRQSS,155403,1427,1299.45,809.31,58,69,53,16,624.47,184.84,0.918257691,0.910616678,4.064470918,160.5627016,0.62280965,Card Pack 30,PAWZITY,Graduation,H2O_GreCard_1560,,Truong Thi Bich Ha,X004LF088F,888,888,888,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExa3NOYTo0NTdjODI5ZWQ2MDYxNmE5MmRlZTY0Yjg5MTVmMzQwYzox,,Trend tháng 5,Text + Art (One side),1-3 colors,1,0,Seasonal Color  ,Graduation Message,Cartoon,Elegant,Text-based,,Card Pack 30,https://m.media-amazon.com/images/I/81gavOp0M3L._AC_SL1500_.jpg
71,B0DZ2BS21T,177311,2114,2072.45,3816.22,253,278,184,94,2533.16,1283.06,1.192255416,0.980345317,11.96783349,54.3063555,1.8414051,Card Pack 24,PAWZITY,Graduation,H2O_GreCard_1559,,Truong Thi Bich Ha,X004LDPXXR,634,624,634,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExQjl3ODoxZjZiOTRmNjVlYTk4MzUwMjg2YzY2OGJjOGVhZTdjNjox,,Trend tháng 5,Text + Cliparts,1-3 colors,1,0,Seasonal Color  ,Graduation Message,Simple,Elegant,Object-based,,Card Pack 24,https://m.media-amazon.com/images/I/813Vvxu5vAL._AC_SL1500_.jpg
72,B0DZ2BSKQX,247825,2667,2423.53,3924.12,270,288,209,79,2872.91,1051.21,1.076162615,0.908710161,10.12373453,61.75983405,1.619175335,Card Pack 24,PAWZITY,Graduation,H2O_GreCard_1561,,Truong Thi Bich Ha,X004LDVAPR,561,547,561,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExQWtGTTpkMDNlNmNjYzc1M2E1ZjQzMDY1YjE0ZmQyNzcyZTdjZjox,,Trend tháng 5,Text + Cliparts,1-3 colors,1,0,Seasonal Color  ,Graduation Message,Cartoon,Elegant,Text-based,,Card Pack 24,https://m.media-amazon.com/images/I/81gebXur4IL._AC_SL1500_.jpg
73,B0DZ58KDFX,103342,643,430.7,371.13,54,57,40,17,258.3,112.83,0.62220588,0.669828927,8.398133748,116.0509794,0.861690272,Rectangle Folded Card,PAWZITY,Birthday ,H2O_GreCard_1583,,Nguyen Huu Dat,X004LF94XF,2432,2427,2432,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExUXhmeDo3YTk0ODZlNzcwZmU1OGYzZGExZmJhZDg3OGJiZjNkZTox,,,Text + Art (One side),More than 3 colors,0,0,Bright,Funny  ,Cartoon,Cute,People,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71hEZSYZeEL._AC_SL1500_.jpg
74,B0DZBKC9TB,223311,567,737.62,709.85,95,98,59,39,423.41,286.44,0.253905988,1.300917108,16.75485009,103.9120941,0.962351889,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1572,,Nguyen Huu Dat,X004LHF2V1,2908,2891,2908,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExalpPQzo4YTFhMDdkOGI2MmRmMjU1OWVjNjZlNDMwNGIyNDMxZDox,Rectangle Folded Card- DS D_c,Father Day,Text + Art (Center),More than 3 colors,0,0,Bright,Funny  ,Cartoon,Cute,People,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71QPWtdyG3L._AC_UL320_.jpg
75,B0DZBQ5XGD,431144,8828,9318.31,14567.16,1727,1743,1472,271,12400.28,2166.88,2.047575752,1.055540326,19.56275487,63.96792511,1.563283471,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1565,,Tran Phuoc Tam,X004LHJBFT,764,497,764,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExb2FqTDo3ZmQwNjAxZjgwYTM2NWM2ZGM5ZTg4YTE0MGYxZDZmNTox,,Father Day,Text + Art (Top),1-3 colors,1,1,Bright,Funny  ,Cartoon,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71mEAl14iLL._AC_SL1500_.jpg
76,B0DZBW1TZS,331813,5707,3467.42,4534.37,611,632,571,61,4107.94,426.43,1.719944668,0.607573156,10.70615034,76.46971906,1.307707171,Rectangle Folded Card,PAWZITY,Birthday ,H2O_GreCard_1584,,Nguyen Huu Dat,X004LHJ9KB,1946,1405,1946,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExanRSQTpjZTgwY2I1MDQ1ZWUzNWJkMzI1YjUyN2FjZTVmMzU0YTox,,,Text + Art (One side),More than 3 colors,0,0,Bright,Funny  ,Cartoon,Cute,People,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71GIm6KQ3hL._AC_SL1500_.jpg
77,B0F1MBSD4C,21822,318,201.18,205.7,30,30,30,0,205.7,0,1.457244982,0.632641509,9.433962264,97.80262518,1.022467442,Rectangle Folded Card,PAWZITY,16th birthday,H2O_GreCard_1593,,Nguyen Huu Dat,X004LYVM8B,480,476,980,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1Rmp1dWVQdXJvczo4MTAwNThhMjY3YWFhZGE2MmU0ZDdkNjc2ZWM2NGI1NDox,,,Text + Cliparts,More than 3 colors,1,0,Bright,Information,Watercolor,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81KxxVreYDL._AC_SL1500_.jpg
78,B0F1MCDLTR,66129,775,690.04,873.85,126,127,124,3,848.76,25.09,1.171951791,0.890374194,16.25806452,78.96549751,1.266375862,Rectangle Folded Card,PAWZITY,18th birthday,H2O_GreCard_1594,,Nguyen Huu Dat,X004LYUOC1,383,369,883,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSZFhVSDpiZDQwNjAzYzU2YzgwNWQ3MWEyYWFkYWE5NzAxYjgxZjox,,,Text + Cliparts,More than 3 colors,1,0,Bright,Information,Watercolor,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81Us64+j64L._AC_SL1500_.jpg
79,B0F1MCPYXN,57412,650,427.13,663.73,95,97,94,3,641.76,21.97,1.132167491,0.657123077,14.61538462,64.35297485,1.553929717,Rectangle Folded Card,PAWZITY,21st birthday,H2O_GreCard_1595,,Nguyen Huu Dat,X004LZ3SAF,921,912,921,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSVlhaUjo0NDZlYjU3NmFkNjU5YjBjZGExZDNiMjMzZGFkNDIyZTox,,,Text + Cliparts,More than 3 colors,1,0,Bright,Information,Watercolor,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81ljTo4U9bL._AC_SL1500_.jpg
80,B0F1MDBPFC,78093,1825,1435.82,2194.26,308,314,309,5,2147.91,46.35,2.336957218,0.786750685,16.87671233,65.43527203,1.528227772,Rectangle Folded Card,PAWZITY,30th birthday,H2O_GreCard_1596,,Nguyen Huu Dat,X004LYUQWT,724,697,724,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSQkw0aTozZWQ0YWM2ZTliNWE3NzJkMjhhMDdiZTU5NGFiNDRkYjox,,,Text + Cliparts,More than 3 colors,1,0,Bright,Information,Watercolor,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81-F5WtpKdL._AC_SL1500_.jpg
81,B0F1MDDPRR,85108,1237,1039.74,2064.88,298,302,294,8,2010.96,53.92,1.453447384,0.840533549,24.09054163,50.35353144,1.985958028,Rectangle Folded Card,PAWZITY,60th birthday,H2O_GreCard_1598,,Nguyen Huu Dat,X004LYUX4Z,701,683,701,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSRzVXcjpmMjQwNDliZDVhZWM4ZGIzZjg2ZWQxMDM2MWY5ZjUzNTox,,,Text + Cliparts,More than 3 colors,1,0,Bright,Information,Watercolor,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/916u1BktTbL._AC_SL1500_.jpg
82,B0F1MDP4NV,75317,480,460.64,519.25,74,75,71,4,491.29,27.96,0.637306319,0.959666667,15.41666667,88.7125662,1.127236019,Rectangle Folded Card,PAWZITY,50th birthday,H2O_GreCard_1597,,Nguyen Huu Dat,X004LYVQ4L,408,402,908,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSQnFjVDo3MGQ1ZjFmODQxYmE4ODllZjljNmRiMTAyMDI2ZTMxYzox,,,Text + Cliparts,More than 3 colors,1,0,Bright,Information,Watercolor,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81hSpf6UVUL._AC_SL1500_.jpg
83,B0F1N5RTKR,319067,5968,4294.4,6523.28,684,690,426,264,4032.06,2491.22,1.870453541,0.719571046,11.46112601,65.83191278,1.519020119,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1599,,Nguyen Huu Dat,X004M0Q0PT,307,306,307,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSNVdzcjpjOGJhZmFhMWY0M2QwMzQ1N2UxN2Q5MmNhMTY1NzQ5MTox,,Trend tháng 5,Text + Cliparts,More than 3 colors,0,1,Bright,Sentimental  ,Watercolor,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/813rYgLK0AL._AC_SL1500_.jpg
84,B0F1N7LJTQ,169414,942,755.18,927.17,101,102,75,27,683.95,243.22,0.55603433,0.801677282,10.72186837,81.45000377,1.227747027,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1602,,Nguyen Uyen Phuong,X004M0T76X,822,822,822,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSY3NRQzo5MzQ4ZGU2YWQzNWUxNWUyOTk3OTA3MzU0YjJhMWE5MDox,,Trend tháng 5,Only Text ,More than 3 colors,0,0,Bright,Sentimental  ,Simple,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71SWawCOr4L._AC_SL1500_.jpg
85,B0F1N8FBC7,112843,2560,2166.06,6335.33,567,571,458,113,5102.52,1232.81,2.268638728,0.846117188,22.1484375,34.19016847,2.92481741,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1600,,Nguyen Uyen Phuong,X004M0Q24X,341,340,341,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSaUxhOTpiNDIwMjdiM2MwZWE3Mzk3YzZjNTBhNDM2OGE1MGZjMDox,,Trend tháng 5,Only Text ,1-3 colors,0,1,Bright,Funny  ,Simple,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71t7yK8kAcL._AC_SL1500_.jpg
86,B0F1N8YP8N,253608,5079,3589.3,6369.01,681,685,503,182,4493.38,1875.63,2.002697076,0.706694231,13.40815121,56.35569735,1.774443485,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1601,,Mai Duy Quang,X004M0PWAN,308,306,308,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSRUdKUzo3MmQwNzA5ODQ0NjM4YWRiYzAzMWQ4ZTBjOGQzZDIxOTox,,Trend tháng 5,Text + Art (Center),1-3 colors,0,1,Dark,Sentimental  ,Vintage,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91gwtLUmJAL._AC_SL1500_.jpg
87,B0F1RJMQLQ,299165,6908,4708.83,8059.18,817,820,597,223,5883.85,2175.33,2.309093644,0.681648813,11.8268674,58.42815274,1.711503707,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1603,,Mai Duy Quang,X004M0TPN3,67,65,67,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFJa3RSWW41MDpjYmE3OWY2YWEyOWE3ZGMwNTg0ZGRiMTRlNGJhNTM2NDox,,Trend tháng 5,Only Text ,1-3 colors,0,1,Bright,Sentimental  ,Simple,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81PU+atNHuL._AC_SL1500_.jpg
88,B0F1RT6R1W,38772,694,606.23,536.37,62,62,39,23,327.61,208.76,1.789951511,0.873530259,8.933717579,113.0245912,0.884763209,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1604,,Mai Duy Quang,X004M0TT75,820,815,820,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1Rmp1dWVQbjVFODoxNGRlMjFhOWJjOTBkZDkwMGViNmIzMjM2ZDY0MWI4ZTox,,Trend tháng 5,Text + Cliparts,More than 3 colors,0,1,Bright,Sentimental  ,Watercolor,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81RJZ+clufL._AC_SL1500_.jpg
89,B0F1RTSZ5C,55147,341,311.23,257.64,35,35,21,14,153.79,103.85,0.618347326,0.912697947,10.26392962,120.8003416,0.827812229,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1606,,Mai Duy Quang,X004M0X6V5,952,943,952,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkNnp6TDpjZmExMDhjN2RiYWI1NmIzZGExZjJkNjFhM2UyNmM1MDox,,Trend tháng 5,Text + Art (Center),More than 3 colors,0,1,Bright,Sentimental  ,Watercolor,Elegant,Animal ,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81PRGp2YW8L._AC_SL1500_.jpg
90,B0F1RY9SK8,258307,5650,3987.1,6302.95,726,735,536,199,4654.01,1648.94,2.18731974,0.705681416,12.84955752,63.25768093,1.580835695,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1605,,Nguyen Huu Dat,X004M0X6TH,42,42,42,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkcnhPWDozMTdmYWZmMGZjMjcxOTdjMGZkMjA5MDAwNDNmM2NmZDox,,Trend tháng 5,Only Text ,1-3 colors,0,1,Bright,Sentimental  ,Simple,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71fDY6zVC-L._AC_SL1500_.jpg
91,B0F1S2PKV2,68045,1659,1500.48,1376.25,173,179,100,79,729.4,646.85,2.438092439,0.904448463,10.42796866,109.026703,0.917206494,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1608,,Mai Duy Quang,X004M0QFE5,850,842,850,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkQXdBeTphM2E4NTk2ZDRkYThhYTMxZGMwMDRkYWM2YTliZDMzYzox,,Trend tháng 5,Text + Cliparts,More than 3 colors,0,0,Bright,Sentimental  ,Watercolor,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81VcL+yuqyL._AC_SL1500_.jpg
92,B0F1S71Y4Q,77517,802,681.86,890.38,89,92,59,33,575.66,314.72,1.034611763,0.850199501,11.09725686,76.58078573,1.305810577,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1610,,Nguyen Huu Dat,X004M0UG4Z,866,866,866,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkVkNnMDpjNjYzMDFjYzg4Mjc5ZTg2MTFiYjI4ZGNiNGJhM2ZjNjox,,Trend tháng 5,Text + Art (Center),More than 3 colors,0,1,Bright,Sentimental  ,Watercolor,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81vODK3CzqL._AC_SL1500_.jpg
93,B0F1S73CNP,407973,4298,3161.03,7202.67,690,698,523,175,5392.77,1809.9,1.05350109,0.735465333,16.05397859,43.88691971,2.278583247,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1607,,Nguyen Uyen Phuong,X004M0U5AF,197,197,197,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkYnFQVzo2ZDNjY2NmNjRhMjk3N2IxZDE0NGNlMzNhNzk5NDQ5Mjox,,Trend tháng 5,Text + Cliparts,More than 3 colors,1,1,Bright,Sentimental  ,Cartoon,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81Xu8qCfz0L._AC_SL1500_.jpg
94,B0F1SBCSPS,127965,2263,1746.16,2017.58,235,237,124,113,1021.63,995.95,1.768452311,0.771612903,10.38444543,86.54724968,1.155438219,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1609,,Nguyen Huu Dat,X004M0TEOD,717,717,717,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkSFlOcjo3YjllZWYyYTNhMzQ3NDQyNmRjYmNiNmJhNGY1Y2UzODox,,Trend tháng 5,Text + Art (One side),More than 3 colors,1,1,Bright,Sentimental  ,Watercolor,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81EQgNGX3FL._AC_SL1500_.jpg
95,B0F1SJ99RL,138746,3417,2591.3,5630.47,566,569,440,129,4312.6,1317.87,2.462773702,0.758355282,16.56423764,46.02280094,2.172836028,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1611,,Nguyen Uyen Phuong,X004M0XWP5,320,320,320,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkYUJBZjpmOGQ4ZjUxYWYzMTE0ZDU2ZDFmZDk2MjZjM2JjYzlkNjox,,Trend tháng 5,Only Text ,1-3 colors,0,1,Bright,Funny  ,Simple,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/719C5ssLH6L._AC_SL1500_.jpg
96,B0F1SSJ3N6,205790,4060,3263.3,6771.21,725,734,545,189,5004.45,1766.76,1.97288498,0.803768473,17.85714286,48.19374971,2.074957865,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1617,,Nguyen Uyen Phuong,X004M0W8IR,283,282,283,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkbTg0VDoxNmJhNDNiNTJhNTk5ZTAyMjNmMzQ1NzRmNDk5NTFmZDox,,Trend tháng 5,Only Text ,1-3 colors,0,1,Bright,Funny  ,Simple,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/713bdTbKMpL._AC_SL1500_.jpg
97,B0F1SSJYQ3,266910,6511,4067.5,7981.01,790,800,550,250,5515.85,2465.16,2.439399048,0.624712026,12.13331286,50.96472752,1.962141364,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1618,,Nguyen Huu Dat,X004M0WAEJ,16,16,16,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkbUxCYjozNjg0NjU5NzM4M2JlMzNhYTA0YTdjYzQ1OGYyMGY0NDox,,Trend tháng 5,Text + Art (One side),More than 3 colors,0,1,Bright,Sentimental  ,Watercolor,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71keRkWEKeL._AC_SL1500_.jpg
98,B0F1SV54D8,188058,3166,3088.06,5747.6,490,614,522,92,4833.58,914.02,1.683523168,0.975382186,15.47694251,53.72781683,1.861233266,Rectangle Folded Card,PAWZITY,Grandma,H2O_GreCard_1614,,Nguyen Uyen Phuong,X004M0VJHN,120,97,120,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkakxxdzoyOTI2MjlmMGRkYjdkNTA4NDE5ZjllMjRkODUxNGQ2Njox,,Trend tháng 5,Only Text ,More than 3 colors,0,1,Bright,Fill-in-blank,Cartoon,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81fP4JwzCsL._AC_SL1500_.jpg
99,B0F1SX9Y88,121666,2422,2185.33,4911.6,518,523,438,85,4257.93,653.67,1.990695839,0.902283237,21.38728324,44.49324049,2.247532409,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1612,,Nguyen Uyen Phuong,X004M0UQZT,2,0,2,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkaXJkbTpkOWRiMDg0Y2QwMTFjMzVjMTI3YWM4YzE1YjEyN2RkYzox,,Trend tháng 5,Only Text ,1-3 colors,0,1,Bright,Funny  ,Simple,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71T8ghbWLNL._AC_SL1500_.jpg
100,B0F1SY2QCB,38340,687,587.05,472.43,53,54,37,17,317.63,154.8,1.791862285,0.854512373,7.714701601,124.2617954,0.804752576,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1615,,Mai Duy Quang,X004M0ZUIR,819,814,819,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkQkFUbTpiZmJmYWY3ZWE2NTgyMjcwMGU5MDA0MzYxZjBiMjQyNDox,Rectangle Folded Card- DS D_c,Trend tháng 5,Text + Cliparts,More than 3 colors,1,0,Bright,Sentimental  ,Simple,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71xIj67X1gL._AC_SL1500_.jpg
101,B0F1SZ365H,115832,3999,3726.59,7453.47,770,771,629,142,6086.65,1366.82,3.452413841,0.93188047,19.2548137,49.9980546,2.000077819,Rectangle Folded Card,PAWZITY,Wife,H2O_GreCard_1624,,Mai Duy Quang,X004M12H91,72,71,72,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkMk84OTo0ZjJkNzZjNmQ2MTljYjYyMjkwNzUxN2M1ZmU5OTNmYjox,,Trend tháng 5,Text + Cliparts,1-3 colors,0,1,Bright,Sentimental  ,Watercolor,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71S7LtAYkYL._AC_SL1500_.jpg
102,B0F1SZ6JG7,174360,2833,2319.21,5917.51,532,536,432,104,4794.58,1122.93,1.624799266,0.818641017,18.77867984,39.19232921,2.551519699,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1616,,Nguyen Uyen Phuong,X004M0NC5F,310,309,310,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkYUJiMzowMDhiNWZlNWZlMDE5Y2UxMWEyYjcwMzc3YzE2MzI5NDox,,Trend tháng 5,Text + Art (Bottom),1-3 colors,0,1,Dark,Funny  ,Cartoon,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91NLCHI439L._AC_SL1500_.jpg
103,B0F1SZX1XC,220088,4984,3698.14,6615.69,652,661,505,156,5009.24,1606.45,2.264548726,0.742002408,13.08186196,55.8995358,1.788923621,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1613,,Mai Duy Quang,X004M0YLV9,188,187,188,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkNEhqVjozNWYwMTk4MWMxYzczZDc0Njg3OTIyYWYwNTZlNGNlNzox,,Trend tháng 5,Text + Art (One side),More than 3 colors,1,1,Bright,Sentimental  ,Watercolor,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71bnk1UlB5L._AC_SL1500_.jpg
104,B0F1T5WNHD,131933,4255,3703.47,7075.75,731,734,560,174,5335.03,1740.72,3.225121842,0.870380729,17.17978848,52.34031728,1.910573057,Rectangle Folded Card,PAWZITY,Wife,H2O_GreCard_1622,,Nguyen Huu Dat,X004M119HR,75,75,75,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkVGtORTozODgzNzEyZWY3OWY4MzhhNmVkODkzNDRjZDI4MzBmNzox,Rectangle Folded Card- DS D_c,Trend tháng 5,Text + Cliparts,More than 3 colors,1,0,Bright,Sentimental  ,Simple,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71A8J6bBsSL._AC_SL1500_.jpg
105,B0F1T8SQXX,63100,1657,1680.1,4488.11,461,499,472,27,4284.38,203.73,2.625990491,1.013940857,27.82136391,37.43446573,2.67133504,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1620,,Nguyen Uyen Phuong,X004M13AT7,64,64,64,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkUkxGaTowM2M4MWY2MDBlMDEzMTVjYWQyZmY1ODM2YzVmZWQ4OTox,,Trend tháng 5,Only Text ,1-3 colors,1,1,Bright,Funny  ,Simple,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71tAQZS1lSL._AC_SL1500_.jpg
106,B0F1TBZ55P,54396,1998,2057.09,2013.28,223,223,162,61,1412.48,600.8,3.673064196,1.029574575,11.16116116,102.176051,0.978702925,Rectangle Folded Card,PAWZITY,Wife,H2O_GreCard_1623,,Nguyen Huu Dat,X004M0R2N3,597,595,597,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkd3AyRzo4ZWQ2NTU3NjBjNWUxNGUyOGFlY2RlZDFmOGM0Y2EyZDox,,Trend tháng 5,Text + Cliparts,More than 3 colors,1,1,Bright,Sentimental  ,Simple,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81MiXXhPY7L._AC_SL1500_.jpg
107,B0F1TFLB7G,168643,5807,4046.99,5653.45,634,641,425,216,3715.83,1937.62,3.443368536,0.696915791,10.91785776,71.58443075,1.396951809,Rectangle Folded Card,PAWZITY,Mom,H2O_GreCard_1621,,Nguyen Huu Dat,X004M16SHX,145,144,145,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RlFOUGRkUmJIaDowNTZkMWM4ZWU3M2RjMTQ4NDgwZThlMzA5MzRkMmZlYzox,,Trend tháng 5,Text + Cliparts,More than 3 colors,0,1,Bright,Sentimental  ,Watercolor,Elegant,Floral,,Rectangle Folded Card,https://m.media-amazon.com/images/I/8161yQUcK6L._AC_SL1500_.jpg
